"Country (ISO 3166-1)",Place,Lattitude,Longitude,"Radiation January","Radiation February","Radiation March","Radiation April","Radiation May","Radiation June","Radiation July","Radiation August","Radiation September","Radiation October","Radiation November","Radiation December"
BA,"Banja Luka",44.78,17.19,4.75,8.06,11.84,15.05,19.33,20.63,21.82,19.15,13.46,8.06,4.82,3.92
BA,Sarajevo,43.85,18.38,5.08,7.78,11.23,14.18,17.89,19.98,21.02,18.76,13.28,8.46,5.11,4.18
